0,be58cf76d97b-1440317_H3K27ac_H2_D3.all,83c5ee70b54c-Hudep2_ATAC,ff172dc44bae-1686607_H2_ABEmax_RNAseq.all,a5827a3aed28-Hudep2_D3_merged_CTCF.all,0e736a158439-Hudep2_BCL11A,f4de4caca3a7-1440315_H3K27me3_H2_D3.all,9c840e19bbed-Hudep2_D0_GATA1.all,f0663efdfef9-HUDEP2_LRF_CHIP,50d97c7d24d1-1788283_H2_ABEmax.all,7f7f32ae893c-Hudep2_D3_merged_GATA1.all,239c569c6374-Hudep2_D3_merged_KLF1.all,6af40841b8aa-1440311_H3K9me3_H2_D3.all,b9695d26860d-Hudep2_D3_merged_LDB1.all,188da58c07d8-1440307_H3K4me1_H2_D3.all,5f7c070fdda9-Hudep2_D3_merged_TAL1.all,35630c3a763e-1440313_H3K9ac_H2_D3.all,5ce8a22e939d-1440319_H3K36me3_H2_D3.all,0bf9f8a97328-1440309_H3K4me3_H2_D3.all
chr6:135431566-135431567,9.25,1177.75,0.0,22.25,86.75,2.75,260.0,68.75,0.0,336.5,129.75,7.5,145.0,17.25,203.5,6.0,6.5,7.25
chr6:135431574-135431575,9.25,1177.75,0.0,22.25,86.75,2.75,260.0,68.75,0.0,336.5,129.75,7.5,145.0,17.25,203.5,6.0,6.5,7.25
chr6:135449819-135449820,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449821-135449822,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449825-135449826,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449826-135449827,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449827-135449828,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449836-135449837,4.75,100.0,0.0,9.5,9.0,1.5,8.25,23.25,0.25,4.25,17.75,2.25,6.5,5.5,2.75,9.0,1.5,2.75
chr6:135449895-135449896,3.86364,133.295,0.0227273,10.8182,9.63636,1.52273,8.43182,24.2955,0.0,4.02273,20.5682,2.22727,5.31818,6.06818,3.75,7.386360000000001,2.54545,4.54545
chr6:135449896-135449897,3.72727,133.091,0.0454545,10.8864,9.522730000000001,1.54545,8.36364,24.3409,0.0,4.04545,20.6364,2.20455,5.38636,6.13636,3.75,7.27273,2.59091,4.59091
chr6:135453636-135453637,4.0,25.0,0.0,9.5,1.25,1.75,7.5,20.0,0.0,4.75,6.25,0.75,11.25,9.25,5.25,3.75,2.0,5.5
chr6:135453747-135453748,3.5,33.0227,0.0,8.977269999999999,5.06818,1.36364,8.31818,19.3864,0.0,5.52273,7.863639999999999,2.63636,10.2955,7.22727,4.93182,2.68182,1.0,4.95455
chr6:135465982-135465983,11.75,438.75,3.75,28.75,5.75,1.25,15.25,29.5,0.0,22.0,26.25,0.75,16.0,9.0,8.75,5.75,6.0,9.75
chr6:135465984-135465985,11.75,438.75,3.75,28.75,5.75,1.25,15.25,29.5,0.0,22.0,26.25,0.75,16.0,9.0,8.75,5.75,6.0,9.75
chr6:135466030-135466031,11.5,551.5,4.5,45.75,6.0,2.5,15.75,31.75,0.0,27.0,28.5,0.25,18.25,10.5,10.25,6.0,6.0,11.5
chr6:135466038-135466039,11.5,551.5,4.5,45.75,6.0,2.5,15.75,31.75,0.0,27.0,28.5,0.25,18.25,10.5,10.25,6.0,6.0,11.5
chr6:135466039-135466040,11.5,551.5,4.5,45.75,6.0,2.5,15.75,31.75,0.0,27.0,28.5,0.25,18.25,10.5,10.25,6.0,6.0,11.5
chr6:135466259-135466260,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466260-135466261,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466269-135466270,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466271-135466272,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466273-135466274,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466276-135466277,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466278-135466279,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466279-135466280,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466283-135466284,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466284-135466285,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466288-135466289,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466292-135466293,22.75,203.5,0.5,185.5,2.0,3.25,14.5,39.0,3.0,24.5,32.25,2.25,12.5,15.75,9.5,13.5,3.75,24.0
chr6:135466298-135466299,23.2955,195.773,0.772727,186.68200000000002,1.9090900000000002,3.61364,14.2273,38.8182,3.27273,23.0455,30.8864,2.25,12.6818,15.0227,9.04545,14.4091,4.02273,24.6364
chr6:135466353-135466354,24.0455,137.455,2.06818,170.136,2.15909,4.45455,12.7273,37.2727,3.95455,18.0455,25.2273,2.65909,15.25,12.9318,7.636360000000001,17.0227,4.70455,23.5
chr6:135466354-135466355,24.0227,132.477,2.15909,168.06799999999998,2.20455,4.47727,12.6136,37.1364,3.97727,17.7727,24.8636,2.70455,15.5,12.8409,7.56818,17.1364,4.72727,23.25
chr6:135469217-135469218,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469223-135469224,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469227-135469228,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469228-135469229,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469232-135469233,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469233-135469234,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469239-135469240,7.75,89.25,0.25,12.25,4.5,3.0,11.5,23.25,0.0,16.75,14.25,3.25,12.0,8.0,6.75,6.75,4.25,7.25
chr6:135469265-135469266,6.5,72.25,0.0,11.25,4.25,2.5,10.75,22.75,0.0,15.25,13.25,3.0,12.5,7.0,6.5,7.25,3.0,7.0
chr6:135482711-135482712,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482712-135482713,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482713-135482714,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482721-135482722,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482725-135482726,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482726-135482727,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482727-135482728,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482728-135482729,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482730-135482731,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482732-135482733,3.25,35.75,0.0,2.25,4.25,3.75,7.5,22.75,0.0,6.5,13.0,4.75,9.5,5.0,5.5,5.5,2.5,2.25
chr6:135482769-135482770,3.75,42.5,0.0,1.75,3.25,4.0,7.25,20.5,0.0,6.0,15.0,4.5,11.0,5.0,6.25,4.75,2.75,2.0
chr6:135482781-135482782,3.75,42.5,0.0,1.75,3.25,4.0,7.25,20.5,0.0,6.0,15.0,4.5,11.0,5.0,6.25,4.75,2.75,2.0
chr6:135483969-135483970,6.75,75.75,0.0,57.75,0.0,1.0,11.75,23.25,0.0,3.5,8.25,2.25,5.25,4.25,6.5,3.75,3.75,1.25
chr6:135483987-135483988,6.75,75.75,0.0,57.75,0.0,1.0,11.75,23.25,0.0,3.5,8.25,2.25,5.25,4.25,6.5,3.75,3.75,1.25
chr6:135484070-135484071,7.0,85.5,0.0,53.75,0.0,0.5,10.5,18.0,0.0,3.25,9.5,1.75,5.5,3.5,6.25,3.0,1.25,1.5
chr6:135484073-135484074,7.0,85.5,0.0,53.75,0.0,0.5,10.5,18.0,0.0,3.25,9.5,1.75,5.5,3.5,6.25,3.0,1.25,1.5
chr6:135484082-135484083,7.0,85.5,0.0,53.75,0.0,0.5,10.5,18.0,0.0,3.25,9.5,1.75,5.5,3.5,6.25,3.0,1.25,1.5
chr6:135494748-135494749,4.18182,152.273,0.0,9.45455,5.5,1.93182,32.1591,25.1818,0.0,37.5682,18.1818,1.8409099999999998,13.6136,7.136360000000001,8.75,5.61364,1.11364,2.93182
chr6:135494751-135494752,4.31818,194.477,0.0,9.79545,6.25,2.06818,32.0909,26.0682,0.0,38.1818,18.3182,1.9090900000000002,13.8864,7.613639999999999,9.5,5.88636,1.38636,3.06818
chr6:135494752-135494753,4.36364,208.545,0.0,9.909089999999999,6.5,2.11364,32.0682,26.3636,0.0,38.3864,18.3636,1.93182,13.9773,7.77273,9.75,5.97727,1.47727,3.11364
chr6:135494754-135494755,4.45455,236.68200000000002,0.0,10.1364,7.0,2.20455,32.0227,26.9545,0.0,38.7955,18.4545,1.97727,14.1591,8.090910000000001,10.25,6.15909,1.6590900000000002,3.20455
chr6:135494760-135494761,4.5,250.75,0.0,10.25,7.25,2.25,32.0,27.25,0.0,39.0,18.5,2.0,14.25,8.25,10.5,6.25,1.75,3.25
chr6:135494765-135494766,4.5,250.75,0.0,10.25,7.25,2.25,32.0,27.25,0.0,39.0,18.5,2.0,14.25,8.25,10.5,6.25,1.75,3.25
chr6:135494768-135494769,4.5,250.75,0.0,10.25,7.25,2.25,32.0,27.25,0.0,39.0,18.5,2.0,14.25,8.25,10.5,6.25,1.75,3.25
chr6:135494832-135494833,4.5,428.25,0.0,12.5,10.25,2.5,31.75,28.25,0.0,39.5,21.0,2.0,13.5,9.75,12.0,6.0,2.5,3.0
chr6:135494836-135494837,4.5,428.25,0.0,12.5,10.25,2.5,31.75,28.25,0.0,39.5,21.0,2.0,13.5,9.75,12.0,6.0,2.5,3.0
chr6:135494860-135494861,5.0,568.5,0.0,14.75,12.25,3.5,31.5,29.5,0.0,41.75,23.75,2.25,12.25,11.75,12.25,4.75,3.0,3.0
chr6:135494861-135494862,5.0,568.5,0.0,14.75,12.25,3.5,31.5,29.5,0.0,41.75,23.75,2.25,12.25,11.75,12.25,4.75,3.0,3.0
chr6:135495843-135495844,2.25,154.25,0.0,10.75,6.25,3.25,16.25,22.75,0.25,43.75,24.75,1.75,25.25,12.75,23.5,8.25,2.0,2.5
chr6:135495844-135495845,2.25,154.25,0.0,10.75,6.25,3.25,16.25,22.75,0.25,43.75,24.75,1.75,25.25,12.75,23.5,8.25,2.0,2.5
chr6:135495876-135495877,1.5,217.0,0.0,14.75,5.25,2.5,16.0,22.75,0.75,44.25,25.0,2.0,26.25,8.75,24.75,5.75,3.0,2.75
chr6:135495878-135495879,1.5,217.0,0.0,14.75,5.25,2.5,16.0,22.75,0.75,44.25,25.0,2.0,26.25,8.75,24.75,5.75,3.0,2.75
chr6:135495880-135495881,1.5,217.0,0.0,14.75,5.25,2.5,16.0,22.75,0.75,44.25,25.0,2.0,26.25,8.75,24.75,5.75,3.0,2.75
chr6:135495887-135495888,1.5,217.0,0.0,14.75,5.25,2.5,16.0,22.75,0.75,44.25,25.0,2.0,26.25,8.75,24.75,5.75,3.0,2.75
chr6:135501740-135501741,15.5,1177.5,6.75,16.25,4.75,3.75,7.25,97.75,10.25,13.75,69.75,3.25,14.25,10.75,14.75,6.25,5.5,62.25
chr6:135501782-135501783,23.75,1153.75,13.0,20.5,6.25,5.0,8.75,91.25,15.0,16.0,73.25,3.0,16.5,11.0,15.5,9.5,6.25,69.25
chr6:135501788-135501789,23.75,1153.75,13.0,20.5,6.25,5.0,8.75,91.25,15.0,16.0,73.25,3.0,16.5,11.0,15.5,9.5,6.25,69.25
chr6:135501789-135501790,23.75,1153.75,13.0,20.5,6.25,5.0,8.75,91.25,15.0,16.0,73.25,3.0,16.5,11.0,15.5,9.5,6.25,69.25
chr6:135501802-135501803,26.8409,937.75,18.6364,21.2273,6.43182,5.18182,9.477269999999999,84.7045,21.0,15.2727,71.4318,3.36364,17.7727,10.4545,16.9545,10.5909,6.97727,72.7045
chr6:135502040-135502041,25.75,327.25,26.5,21.75,2.0,5.0,14.5,85.25,34.5,14.75,59.25,5.75,24.0,5.75,19.25,12.75,6.5,126.0
chr6:135502112-135502113,35.25,397.5,9.75,28.5,2.0,6.25,18.25,81.75,11.25,13.0,61.0,7.0,20.25,5.0,15.5,14.5,4.25,142.0
chr6:135502401-135502402,27.7955,1386.43,10.8864,23.4091,14.0227,1.8636400000000002,17.9545,113.727,16.0909,30.7273,64.5682,2.25,25.4091,5.70455,20.2955,7.45455,6.72727,133.114
chr6:135504392-135504393,9.25,492.75,41.75,16.25,5.0,1.5,11.75,51.5,43.25,8.25,25.25,1.25,14.0,2.75,12.0,7.25,6.5,70.0
chr6:135504393-135504394,9.25,492.75,41.75,16.25,5.0,1.5,11.75,51.5,43.25,8.25,25.25,1.25,14.0,2.75,12.0,7.25,6.5,70.0
chr6:135504405-135504406,9.5,371.75,48.5,13.75,6.0,1.0,11.75,52.25,55.25,7.75,28.0,1.25,15.0,3.25,12.0,7.75,6.75,72.5
chr6:135504406-135504407,9.5,371.75,48.5,13.75,6.0,1.0,11.75,52.25,55.25,7.75,28.0,1.25,15.0,3.25,12.0,7.75,6.75,72.5
chr6:135504417-135504418,9.5,371.75,48.5,13.75,6.0,1.0,11.75,52.25,55.25,7.75,28.0,1.25,15.0,3.25,12.0,7.75,6.75,72.5
chr6:135504420-135504421,9.5,371.75,48.5,13.75,6.0,1.0,11.75,52.25,55.25,7.75,28.0,1.25,15.0,3.25,12.0,7.75,6.75,72.5
chr6:135505155-135505156,15.5,973.5,39.25,159.0,8.5,2.25,15.5,60.0,32.0,18.25,28.25,3.25,17.5,5.75,16.5,9.5,9.25,54.25
chr6:135505237-135505238,18.25,888.75,36.0,165.25,6.75,2.5,17.75,57.25,32.75,19.5,29.25,3.0,17.5,7.75,18.75,10.5,8.0,56.75
chr6:135509976-135509977,5.75,56.75,32.75,5.25,2.75,2.25,10.5,19.5,24.75,7.0,6.75,1.75,6.0,7.5,4.0,4.25,6.75,5.0
chr6:135509979-135509980,5.75,56.75,32.75,5.25,2.75,2.25,10.5,19.5,24.75,7.0,6.75,1.75,6.0,7.5,4.0,4.25,6.75,5.0
chr6:135510126-135510127,8.5,66.25,33.75,7.5,6.25,4.75,15.25,22.25,22.25,9.5,9.75,1.25,9.5,7.5,10.0,4.75,6.25,5.25
chr6:135512736-135512737,26.75,334.0,31.75,14.75,5.25,3.75,40.25,55.0,29.75,42.25,60.0,6.0,15.0,8.75,19.0,13.25,7.5,23.75
chr6:135512741-135512742,26.75,334.0,31.75,14.75,5.25,3.75,40.25,55.0,29.75,42.25,60.0,6.0,15.0,8.75,19.0,13.25,7.5,23.75
chr6:135512745-135512746,26.7955,335.43199999999996,32.0455,14.9545,5.45455,3.72727,41.1591,55.3864,29.9318,43.6591,60.5909,5.93182,15.5909,8.56818,19.3636,13.2273,7.613639999999999,24.0455
chr6:135512746-135512747,26.8409,336.86400000000003,32.3409,15.1591,5.65909,3.70455,42.0682,55.7727,30.1136,45.0682,61.1818,5.86364,16.1818,8.38636,19.7273,13.2045,7.72727,24.3409
chr6:135512752-135512753,27.1136,345.455,34.1136,16.3864,6.886360000000001,3.5681800000000004,47.5227,58.0909,31.2045,53.5227,64.7273,5.45455,19.7273,7.29545,21.9091,13.0682,8.409089999999999,26.1136
chr6:135513047-135513048,41.4091,1117.7,41.7045,29.2045,23.4091,4.68182,128.023,62.4318,42.3864,177.045,105.182,2.81818,64.3182,10.3636,56.3864,14.6591,6.636360000000001,27.6591
chr6:135513484-135513485,30.5,633.5,1003.0,22.75,12.75,4.25,77.0,54.5,1006.75,205.25,81.75,2.75,57.25,9.25,65.25,9.25,15.25,25.75
chr6:135516389-135516390,19.5,80.0,46.75,8.5,7.25,1.75,15.0,19.75,39.75,11.75,14.5,5.5,12.5,17.5,4.75,6.25,14.25,10.5
chr6:135516390-135516391,19.5,80.0,46.75,8.5,7.25,1.75,15.0,19.75,39.75,11.75,14.5,5.5,12.5,17.5,4.75,6.25,14.25,10.5
chr6:135516393-135516394,19.5,80.0,46.75,8.5,7.25,1.75,15.0,19.75,39.75,11.75,14.5,5.5,12.5,17.5,4.75,6.25,14.25,10.5
chr6:135516427-135516428,21.5,110.0,46.0,10.5,6.75,1.75,17.5,20.75,47.25,15.75,14.5,5.25,11.0,20.0,5.25,6.25,15.25,10.25
chr6:135516430-135516431,21.5,110.0,46.0,10.5,6.75,1.75,17.5,20.75,47.25,15.75,14.5,5.25,11.0,20.0,5.25,6.25,15.25,10.25
chr6:135516495-135516496,22.0455,122.11399999999999,44.4545,12.0682,5.34091,2.04545,21.2955,23.6364,58.9091,24.5909,15.3182,4.95455,11.75,19.9091,7.02273,7.04545,14.2273,9.04545
chr6:135516499-135516500,21.2273,119.568,44.2727,12.3409,4.70455,2.22727,23.4773,25.1818,62.5455,28.9545,16.5909,4.77273,12.75,19.5455,8.11364,7.22727,14.1364,8.227269999999999
chr6:135516500-135516501,21.0227,118.932,44.2273,12.4091,4.54545,2.27273,24.0227,25.5682,63.4545,30.0455,16.9091,4.72727,13.0,19.4545,8.38636,7.27273,14.1136,8.022730000000001
chr6:135516501-135516502,20.8182,118.295,44.1818,12.4773,4.38636,2.31818,24.5682,25.9545,64.3636,31.1364,17.2273,4.68182,13.25,19.3636,8.659089999999999,7.31818,14.0909,7.81818
chr6:135516502-135516503,20.6136,117.65899999999999,44.1364,12.5455,4.22727,2.36364,25.1136,26.3409,65.2727,32.2273,17.5455,4.63636,13.5,19.2727,8.93182,7.363639999999999,14.0682,7.613639999999999
chr6:135516503-135516504,20.4091,117.023,44.0909,12.6136,4.06818,2.40909,25.6591,26.7273,66.1818,33.3182,17.8636,4.59091,13.75,19.1818,9.20455,7.409089999999999,14.0455,7.409089999999999
chr6:135516511-135516512,20.0,115.75,44.0,12.75,3.75,2.5,26.75,27.5,68.0,35.5,18.5,4.5,14.25,19.0,9.75,7.5,14.0,7.0
chr6:135516513-135516514,20.0,115.75,44.0,12.75,3.75,2.5,26.75,27.5,68.0,35.5,18.5,4.5,14.25,19.0,9.75,7.5,14.0,7.0
chr6:135516514-135516515,20.0,115.75,44.0,12.75,3.75,2.5,26.75,27.5,68.0,35.5,18.5,4.5,14.25,19.0,9.75,7.5,14.0,7.0
chr6:135516543-135516544,20.0,115.75,44.0,12.75,3.75,2.5,26.75,27.5,68.0,35.5,18.5,4.5,14.25,19.0,9.75,7.5,14.0,7.0
chr6:135516549-135516550,19.0909,107.0,45.25,12.6364,3.63636,2.61364,30.2727,28.6364,69.8182,41.75,21.2273,4.27273,15.7273,16.9545,13.0455,7.613639999999999,14.6818,6.31818
chr6:135516552-135516553,18.5455,101.75,46.0,12.5682,3.5681800000000004,2.68182,32.3864,29.3182,70.9091,45.5,22.8636,4.13636,16.6136,15.7273,15.0227,7.68182,15.0909,5.90909
chr6:135516553-135516554,18.3636,100.0,46.25,12.5455,3.54545,2.70455,33.0909,29.5455,71.2727,46.75,23.4091,4.09091,16.9091,15.3182,15.6818,7.70455,15.2273,5.77273
chr6:135516729-135516730,18.75,378.5,52.0,11.0,10.0,1.75,70.0,30.75,57.5,108.25,47.25,3.75,21.5,11.5,37.75,8.25,16.0,8.25
chr6:135516735-135516736,18.75,378.5,52.0,11.0,10.0,1.75,70.0,30.75,57.5,108.25,47.25,3.75,21.5,11.5,37.75,8.25,16.0,8.25
chr6:135516737-135516738,18.75,378.5,52.0,11.0,10.0,1.75,70.0,30.75,57.5,108.25,47.25,3.75,21.5,11.5,37.75,8.25,16.0,8.25
chr6:135516738-135516739,18.75,378.5,52.0,11.0,10.0,1.75,70.0,30.75,57.5,108.25,47.25,3.75,21.5,11.5,37.75,8.25,16.0,8.25
chr6:135552028-135552029,8.75,55.25,0.0,4.75,10.0,4.0,9.25,19.0,0.0,7.25,5.75,2.0,12.75,10.75,7.5,5.25,1.0,1.5
chr6:135552080-135552081,8.0,92.75,0.0,4.25,9.0,3.5,10.5,15.25,0.0,9.0,7.0,1.5,12.5,12.0,6.25,6.75,1.5,1.75
chr6:135552089-135552090,8.0,92.75,0.0,4.25,9.0,3.5,10.5,15.25,0.0,9.0,7.0,1.5,12.5,12.0,6.25,6.75,1.5,1.75
chr6:135552092-135552093,8.0,92.75,0.0,4.25,9.0,3.5,10.5,15.25,0.0,9.0,7.0,1.5,12.5,12.0,6.25,6.75,1.5,1.75
chr6:135552377-135552378,7.5,96.5,0.0,10.25,5.5,2.25,8.0,18.25,0.0,3.5,13.75,1.75,10.5,7.75,9.25,5.0,3.5,6.0
chr6:135552378-135552379,7.5,96.5,0.0,10.25,5.5,2.25,8.0,18.25,0.0,3.5,13.75,1.75,10.5,7.75,9.25,5.0,3.5,6.0
chr6:135552443-135552444,8.0,126.25,0.0,12.25,4.75,2.0,8.25,20.5,0.0,3.75,11.0,1.25,9.5,8.0,8.75,5.25,3.75,5.25
chr6:135552444-135552445,8.0,126.25,0.0,12.25,4.75,2.0,8.25,20.5,0.0,3.75,11.0,1.25,9.5,8.0,8.75,5.25,3.75,5.25
chr6:135552451-135552452,7.52273,133.091,0.0,14.0,4.43182,2.0,8.409089999999999,22.8864,0.0,4.22727,8.93182,1.25,8.54545,9.909089999999999,8.590910000000001,5.88636,3.27273,4.93182
chr6:135552452-135552453,7.45455,134.06799999999998,0.0,14.25,4.38636,2.0,8.43182,23.2273,0.0,4.29545,8.63636,1.25,8.409089999999999,10.1818,8.56818,5.97727,3.20455,4.88636
chr6:135575838-135575839,3.25,422.0,0.0,5.5,13.25,0.75,11.0,22.0,0.0,13.0,18.5,1.5,8.75,10.75,4.0,4.75,2.75,4.25
chr6:135575877-135575878,3.0,527.5,0.0,6.5,11.5,1.5,12.0,22.25,0.0,11.25,18.5,1.75,12.0,11.25,5.0,5.25,3.25,3.0
chr6:135575897-135575898,2.86364,535.545,0.0,6.840910000000001,11.0227,1.70455,12.2045,22.5227,0.0,11.1818,18.2955,2.09091,12.75,11.1136,5.0,5.25,3.52273,3.13636
chr6:135583739-135583740,4.25,312.75,0.0,7.5,3.75,3.75,27.0,26.75,0.0,14.25,17.25,3.5,9.5,9.0,5.25,2.5,1.0,1.75
chr6:135583778-135583779,3.5,293.25,0.0,7.0,4.0,4.0,24.75,25.5,0.0,12.5,16.25,3.5,9.5,8.5,5.25,3.25,1.5,1.25
chr6:135583780-135583781,3.5,293.25,0.0,7.0,4.0,4.0,24.75,25.5,0.0,12.5,16.25,3.5,9.5,8.5,5.25,3.25,1.5,1.25
chr6:135602538-135602539,3.75,3.75,0.0,5.0,9.75,1.75,8.0,18.25,1.5,3.5,9.75,4.0,10.5,8.0,5.0,4.75,2.75,0.75
chr6:135602539-135602540,3.75,3.75,0.0,5.0,9.75,1.75,8.0,18.25,1.5,3.5,9.75,4.0,10.5,8.0,5.0,4.75,2.75,0.75
chr6:135602542-135602543,3.75,3.75,0.0,5.0,9.75,1.75,8.0,18.25,1.5,3.5,9.75,4.0,10.5,8.0,5.0,4.75,2.75,0.75
chr6:135602544-135602545,3.75,3.75,0.0,5.0,9.75,1.75,8.0,18.25,1.5,3.5,9.75,4.0,10.5,8.0,5.0,4.75,2.75,0.75
chr6:135602545-135602546,3.72727,3.70455,0.0,5.02273,9.70455,1.79545,8.227269999999999,18.2727,1.47727,3.5681800000000004,9.75,4.06818,10.5455,7.95455,4.93182,4.70455,2.81818,0.818182
chr6:135602547-135602548,3.6818199999999996,3.61364,0.0,5.06818,9.61364,1.8863599999999998,8.68182,18.3182,1.43182,3.70455,9.75,4.20455,10.6364,7.863639999999999,4.79545,4.61364,2.95455,0.9545450000000001
chr6:135602556-135602557,3.5,3.25,0.0,5.25,9.25,2.25,10.5,18.5,1.25,4.25,9.75,4.75,11.0,7.5,4.25,4.25,3.5,1.5
chr6:135608465-135608466,1.25,25.25,0.0,4.75,2.5,1.5,12.75,16.25,0.0,7.0,4.25,1.75,11.75,9.5,2.0,1.0,5.0,4.0
chr6:135640080-135640081,5.75,235.0,0.0,9.5,13.5,2.75,122.75,37.0,0.5,47.0,45.0,1.25,30.5,9.0,31.5,6.75,1.5,4.0
chr6:135640083-135640084,5.75,235.0,0.0,9.5,13.5,2.75,122.75,37.0,0.5,47.0,45.0,1.25,30.5,9.0,31.5,6.75,1.5,4.0
chr6:135640090-135640091,5.75,235.0,0.0,9.5,13.5,2.75,122.75,37.0,0.5,47.0,45.0,1.25,30.5,9.0,31.5,6.75,1.5,4.0
chr6:135640092-135640093,5.75,235.0,0.0,9.5,13.5,2.75,122.75,37.0,0.5,47.0,45.0,1.25,30.5,9.0,31.5,6.75,1.5,4.0
chr6:135640096-135640097,5.84091,234.136,0.0,9.36364,13.4545,2.75,121.795,36.2273,0.545455,46.9545,44.6364,1.34091,30.1364,9.18182,31.6818,6.56818,1.54545,3.95455
chr6:135640116-135640117,6.25,230.25,0.0,8.75,13.25,2.75,117.5,32.75,0.75,46.75,43.0,1.75,28.5,10.0,32.5,5.75,1.75,3.75
chr6:135640117-135640118,6.25,230.25,0.0,8.75,13.25,2.75,117.5,32.75,0.75,46.75,43.0,1.75,28.5,10.0,32.5,5.75,1.75,3.75
